ngay;dongcua
04/01/2016;35
3/31/2016;35
3/30/2016;35
3/29/2016;34
3/28/2016;34
3/25/2016;34
3/24/2016;33
3/23/2016;33
3/22/2016;33
3/21/2016;33
3/18/2016;32
3/17/2016;33
3/16/2016;33
3/15/2016;33
3/14/2016;33
03/11/2016;33
03/10/2016;34
03/09/2016;34
03/08/2016;34
03/07/2016;34
03/04/2016;34
03/03/2016;33
03/02/2016;33
03/01/2016;32
2/29/2016;32
2/26/2016;33
2/25/2016;33
2/24/2016;33
2/23/2016;34
2/22/2016;33
2/19/2016;33
2/18/2016;34
2/17/2016;33
2/16/2016;34
2/15/2016;33
02/05/2016;34
02/04/2016;35
02/03/2016;35
02/02/2016;35
02/01/2016;35
1/29/2016;35
1/28/2016;36
1/27/2016;35
1/26/2016;35
1/25/2016;36
1/22/2016;36
1/21/2016;35
1/20/2016;35
1/19/2016;35
1/18/2016;35
1/15/2016;35
1/14/2016;35
1/13/2016;35
01/12/2016;35
01/11/2016;36
01/08/2016;35
01/07/2016;35
01/06/2016;35
01/05/2016;35
01/04/2016;35
12/31/2015;34
12/30/2015;34
12/29/2015;33
12/28/2015;32
12/25/2015;31
12/24/2015;31
12/23/2015;31
12/22/2015;31
12/21/2015;31
12/18/2015;29
12/17/2015;31
12/16/2015;31
12/15/2015;31
12/14/2015;30
12/11/2015;31
12/10/2015;30
12/09/2015;31
12/08/2015;31
12/07/2015;31
12/04/2015;31
12/03/2015;31
12/02/2015;31
12/01/2015;31
11/30/2015;31
11/27/2015;31
11/26/2015;32
11/25/2015;32
11/24/2015;32
11/23/2015;32
11/20/2015;32
11/19/2015;32
11/18/2015;32
11/17/2015;32
11/16/2015;32
11/13/2015;33
11/12/2015;32
11/11/2015;32
11/10/2015;33
11/09/2015;33
11/06/2015;33
11/05/2015;33
11/04/2015;34
11/03/2015;34
11/02/2015;33
10/30/2015;33
10/29/2015;34
10/28/2015;33
10/27/2015;33
10/26/2015;33
10/23/2015;33
10/22/2015;31
10/21/2015;31
10/20/2015;31
10/19/2015;31
10/16/2015;31
10/15/2015;31
10/14/2015;31
10/13/2015;31
10/12/2015;32
10/09/2015;32
10/08/2015;32
10/07/2015;31
10/06/2015;31
10/05/2015;31
10/02/2015;31
10/01/2015;31
9/30/2015;31
9/29/2015;31
9/28/2015;31
9/25/2015;31
9/24/2015;31
9/23/2015;31
9/22/2015;31
9/21/2015;32
9/18/2015;31
9/17/2015;31
9/16/2015;31
9/15/2015;31
9/14/2015;31
09/11/2015;31
09/10/2015;31
09/09/2015;31
09/08/2015;31
09/07/2015;31
09/04/2015;31
09/03/2015;30
09/01/2015;31
8/31/2015;31
8/28/2015;31
8/27/2015;30
8/26/2015;30
8/25/2015;29
8/24/2015;29
8/21/2015;29
8/20/2015;30
8/19/2015;30
8/18/2015;31
8/17/2015;30
8/14/2015;31
8/13/2015;31
08/12/2015;32
08/11/2015;32
08/10/2015;32
08/07/2015;32
08/06/2015;32
08/05/2015;32
08/04/2015;32
08/03/2015;32
7/31/2015;32
7/30/2015;32
7/29/2015;32
7/28/2015;32
7/27/2015;32
7/24/2015;32
7/23/2015;32
7/22/2015;33
7/21/2015;32
7/20/2015;31
7/17/2015;31
7/16/2015;31
7/15/2015;32
7/14/2015;32
7/13/2015;32
07/10/2015;33
07/09/2015;32
07/08/2015;32
07/07/2015;33
07/06/2015;33
07/03/2015;33
07/02/2015;32
07/01/2015;32
6/30/2015;32
6/29/2015;31
6/26/2015;30
6/25/2015;31
6/24/2015;31
6/23/2015;30
6/22/2015;30
6/19/2015;30
6/18/2015;30
6/17/2015;30
6/16/2015;30
6/15/2015;30
06/12/2015;30
06/11/2015;29
06/10/2015;28
06/09/2015;29
06/08/2015;29
06/05/2015;29
06/04/2015;29
06/03/2015;28
06/02/2015;28
06/01/2015;28
5/29/2015;28
5/28/2015;28
5/27/2015;28
5/26/2015;28
5/25/2015;28
5/22/2015;28
5/21/2015;28
5/20/2015;28
5/19/2015;27
5/18/2015;27
5/15/2015;27
5/14/2015;28
5/13/2015;28
05/12/2015;28
05/11/2015;28
05/08/2015;28
05/07/2015;28
05/06/2015;28
05/05/2015;29
05/04/2015;28
4/27/2015;28
4/24/2015;29
4/23/2015;29
4/22/2015;28
4/21/2015;28
4/20/2015;28
4/17/2015;29
4/16/2015;28
4/15/2015;28
4/14/2015;28
4/13/2015;28
04/10/2015;28
04/09/2015;27
04/08/2015;27
04/07/2015;27
04/06/2015;27
04/03/2015;27
04/02/2015;27
04/01/2015;27
3/31/2015;27
3/30/2015;27
3/27/2015;28
3/26/2015;28
3/25/2015;28
3/24/2015;28
3/23/2015;28
3/20/2015;28
3/19/2015;29
3/18/2015;29
3/17/2015;29
3/16/2015;29
3/13/2015;29
03/12/2015;29
03/11/2015;29
03/10/2015;29
03/09/2015;29
03/06/2015;29
03/05/2015;30
03/04/2015;30
03/03/2015;30
03/02/2015;29
2/27/2015;29
2/26/2015;29
2/25/2015;29
2/24/2015;30
2/13/2015;30
02/12/2015;29
02/11/2015;28
02/10/2015;28
02/09/2015;28
02/06/2015;27
02/05/2015;27
02/04/2015;27
02/03/2015;27
02/02/2015;28
1/30/2015;28
1/29/2015;28
1/28/2015;28
1/27/2015;28
1/26/2015;28
1/23/2015;28
1/22/2015;28
1/21/2015;28
1/20/2015;28
1/19/2015;28
1/16/2015;28
1/15/2015;28
1/14/2015;28
1/13/2015;28
01/12/2015;28
01/09/2015;28
01/08/2015;28
01/07/2015;28
01/06/2015;28
01/05/2015;28
12/31/2014;28
12/30/2014;28
12/29/2014;27
12/26/2014;27
12/25/2014;27
12/24/2014;27
12/23/2014;27
12/22/2014;27
12/19/2014;27
12/18/2014;28
12/17/2014;26
12/16/2014;27
12/15/2014;28
12/12/2014;28
12/11/2014;28
12/10/2014;28
12/09/2014;28
12/08/2014;29
12/05/2014;28
12/04/2014;28
12/03/2014;28
12/02/2014;28
12/01/2014;28
11/28/2014;28
11/27/2014;28
11/26/2014;28
11/25/2014;29
11/24/2014;28
11/21/2014;28
11/20/2014;28
11/19/2014;28
11/18/2014;28
11/17/2014;29
11/14/2014;29
11/13/2014;29
11/12/2014;29
11/11/2014;28
11/10/2014;28
11/07/2014;28
11/06/2014;28
11/05/2014;28
11/04/2014;28
11/03/2014;29
10/31/2014;28
10/30/2014;28
10/29/2014;28
10/28/2014;27
10/27/2014;27
10/24/2014;28
10/23/2014;28
10/22/2014;28
10/21/2014;29
10/20/2014;27
10/17/2014;27
10/16/2014;27
10/15/2014;28
10/14/2014;28
10/13/2014;29
10/10/2014;28
10/09/2014;29
10/08/2014;29
10/07/2014;30
10/06/2014;30
10/03/2014;29
10/02/2014;29
10/01/2014;29
9/30/2014;28
9/29/2014;28
9/26/2014;30
9/25/2014;30
9/24/2014;32
9/23/2014;33
9/22/2014;32
9/19/2014;32
9/18/2014;32
9/17/2014;32
9/16/2014;32
9/15/2014;32
09/12/2014;32
09/11/2014;32
09/10/2014;32
09/09/2014;32
09/08/2014;33
09/05/2014;32
09/04/2014;34
09/03/2014;34
8/29/2014;34
8/28/2014;33
8/27/2014;34
8/26/2014;34
8/25/2014;32
8/22/2014;31
8/21/2014;30
8/20/2014;30
8/19/2014;42
8/18/2014;42
8/15/2014;41
8/14/2014;42
8/13/2014;42
08/12/2014;42
08/11/2014;41
08/08/2014;41
08/07/2014;41
08/06/2014;41
08/05/2014;41
08/04/2014;42
08/01/2014;40
7/31/2014;40
7/30/2014;39
7/29/2014;39
7/28/2014;38
7/25/2014;39
7/24/2014;38
7/23/2014;37
7/22/2014;37
7/21/2014;38
7/18/2014;37
7/17/2014;37
7/16/2014;37
7/15/2014;37
7/14/2014;37
07/11/2014;37
07/10/2014;37
07/09/2014;38
07/08/2014;38
07/07/2014;38
07/04/2014;36
07/03/2014;35
07/02/2014;34
07/01/2014;34
6/30/2014;34
6/27/2014;34
6/26/2014;34
6/25/2014;34
6/24/2014;34
6/23/2014;34
6/20/2014;33
6/19/2014;34
6/18/2014;35
6/17/2014;34
6/16/2014;35
6/13/2014;34
06/12/2014;35
06/11/2014;35
06/10/2014;35
06/09/2014;35
06/06/2014;35
06/05/2014;35
06/04/2014;34
06/03/2014;36
06/02/2014;36
5/30/2014;37
5/29/2014;36
5/28/2014;36
5/27/2014;36
5/26/2014;36
5/23/2014;36
5/22/2014;35
5/21/2014;36
5/20/2014;36
5/19/2014;36
5/16/2014;35
5/15/2014;34
5/14/2014;34
5/13/2014;33
05/12/2014;33
05/09/2014;34
05/08/2014;33
05/07/2014;34
05/06/2014;34
05/05/2014;34
4/29/2014;35
4/28/2014;35
4/25/2014;36
4/24/2014;36
4/23/2014;36
4/22/2014;35
4/21/2014;34
4/18/2014;35
4/17/2014;36
4/16/2014;35
4/15/2014;36
4/14/2014;37
04/11/2014;37
04/10/2014;38
04/08/2014;38
04/07/2014;39
04/04/2014;39
04/03/2014;39
04/02/2014;39
04/01/2014;39
3/31/2014;39
3/28/2014;40
3/27/2014;40
3/26/2014;39
3/25/2014;41
3/24/2014;42
3/21/2014;42
3/20/2014;41
3/19/2014;41
3/18/2014;41
3/17/2014;42
3/14/2014;41
3/13/2014;41
03/12/2014;41
03/11/2014;40
03/10/2014;40
03/07/2014;40
03/06/2014;40
03/05/2014;40
03/04/2014;39
03/03/2014;40
2/28/2014;41
2/27/2014;42
2/26/2014;41
2/25/2014;42
2/24/2014;42
2/21/2014;41
2/20/2014;42
2/19/2014;42
2/18/2014;42
2/17/2014;41
2/14/2014;41
2/13/2014;42
02/12/2014;41
02/11/2014;41
02/10/2014;41
02/07/2014;40
02/06/2014;40
1/27/2014;41
1/24/2014;41
1/23/2014;40
1/22/2014;41
1/21/2014;42
1/20/2014;41
1/17/2014;39
1/16/2014;38
1/15/2014;38
1/14/2014;38
1/13/2014;38
01/10/2014;38
01/09/2014;38
01/08/2014;37
01/07/2014;38
01/06/2014;38
01/03/2014;38
01/02/2014;37
12/31/2013;37
12/30/2013;37
12/27/2013;37
12/26/2013;37
12/25/2013;37
12/24/2013;37
12/23/2013;37
12/20/2013;35
12/19/2013;37
12/18/2013;38
12/17/2013;37
12/16/2013;36
12/13/2013;38
12/12/2013;38
12/11/2013;38
12/10/2013;38
12/09/2013;38
12/06/2013;38
12/05/2013;38
12/04/2013;38
12/03/2013;38
12/02/2013;37
11/29/2013;37
11/28/2013;36
11/27/2013;36
11/26/2013;37
11/25/2013;37
11/22/2013;36
11/21/2013;36
11/20/2013;36
11/19/2013;36
11/18/2013;36
11/15/2013;36
11/14/2013;36
11/13/2013;35
11/12/2013;35
11/11/2013;35
11/08/2013;35
11/07/2013;36
11/06/2013;36
11/05/2013;36
11/04/2013;36
11/01/2013;36
10/31/2013;36
10/30/2013;36
10/29/2013;35
10/28/2013;35
10/25/2013;36
10/24/2013;36
10/23/2013;36
10/22/2013;36
10/21/2013;35
10/18/2013;35
10/17/2013;35
10/16/2013;34
10/15/2013;34
10/14/2013;34
10/11/2013;34
10/10/2013;34
10/09/2013;34
10/08/2013;34
10/07/2013;34
10/04/2013;34
10/03/2013;33
10/02/2013;33
10/01/2013;33
9/30/2013;33
9/27/2013;33
9/26/2013;33
9/25/2013;33
9/24/2013;33
9/23/2013;33
9/20/2013;33
9/19/2013;33
9/18/2013;33
9/17/2013;33
9/16/2013;33
9/13/2013;34
09/12/2013;34
09/11/2013;34
09/10/2013;34
09/09/2013;33
09/06/2013;34
09/05/2013;33
09/04/2013;33
09/03/2013;33
8/30/2013;33
8/29/2013;33
8/28/2013;34
8/27/2013;34
8/26/2013;35
8/23/2013;35
8/22/2013;36
8/21/2013;35
8/20/2013;35
8/19/2013;35
8/16/2013;36
8/15/2013;35
8/14/2013;35
8/13/2013;35
08/12/2013;34
08/09/2013;35
08/08/2013;35
08/07/2013;35
08/06/2013;34
08/05/2013;34
08/02/2013;34
08/01/2013;34
7/31/2013;34
7/30/2013;33
7/29/2013;34
7/26/2013;34
7/25/2013;34
7/24/2013;34
7/23/2013;34
7/22/2013;34
7/19/2013;34
